Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,NameASCII,PlayerId,MLBAMID
"Scott Kingery","CHC",8,4,4,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0.25,"Scott Kingery",17975,664068
"Nathan Lukes","TOR",20,52,56,13,9,4,0,0,5,8,1,0,7,2,1,0,3,0,1,0.25,"Nathan Lukes",18123,664770
"Vidal Bruján","NYM",4,4,5,1,1,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0.25,"Vidal Brujan",20536,660644
"Oneil Cruz","PIT",51,212,232,53,32,10,0,11,37,34,18,2,84,2,0,0,3,16,3,0.25,"Oneil Cruz",21711,665833
"Tyler Freeman","COL",33,108,124,27,23,2,0,2,9,14,4,0,16,8,0,4,8,4,1,0.25,"Tyler Freeman",22532,671289
"Everson Pereira","CHW",18,64,71,16,9,4,0,3,7,7,4,0,21,2,1,0,2,1,0,0.25,"Everson Pereira",23695,677592
"Parker Meadows","DET",12,36,39,9,7,1,1,0,3,2,2,0,10,1,0,0,0,3,0,0.25,"Parker Meadows",23800,678009
"Pedro Ramírez","CHC",2,4,5,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0.25,"Pedro Ramirez",29218,699393
"Seiya Suzuki","CHC",39,145,168,36,25,4,0,7,22,18,20,3,43,2,1,0,3,0,0,0.248275862,"Seiya Suzuki",30116,673548
"Willi Castro","COL",43,141,156,35,25,8,0,2,22,16,13,0,47,1,1,0,2,3,2,0.24822695,"Willi Castro",17338,650489
"Christian Vázquez","HOU",33,97,108,24,16,4,0,4,9,16,9,0,17,0,0,2,1,0,0,0.24742268,"Christian Vazquez",9774,543877
"Jorbit Vivas","WSN",41,97,115,24,17,6,0,1,15,5,9,0,16,4,2,2,3,0,1,0.24742268,"Jorbit Vivas",23917,678391
"Fernando Tatis Jr.","SDP",51,190,219,47,40,6,1,0,19,16,22,1,50,2,4,1,5,12,6,0.247368421,"Fernando Tatis Jr.",19709,665487
"Will Smith","LAD",43,146,166,36,29,3,0,4,17,20,16,0,28,1,3,0,3,0,0,0.246575342,"Will Smith",19197,669257
"David Fry","CLE",33,73,86,18,13,2,0,3,11,8,13,1,23,0,0,0,3,0,0,0.246575342,"David Fry",24934,681807
"Nathan Church","STL",45,146,156,36,25,6,0,5,17,18,6,0,33,2,2,0,3,4,2,0.246575342,"Nathan Church",31357,701675
"Jo Adell","LAA",54,207,224,51,37,7,0,7,18,28,7,0,52,8,2,0,5,2,0,0.246376811,"Jo Adell",20220,666176
"Josh Naylor","SEA",50,195,216,48,38,5,0,5,16,23,19,1,32,1,1,0,7,12,2,0.246153846,"Josh Naylor",18839,647304
"Jazz Chisholm Jr.","NYY",52,187,209,46,31,9,1,5,22,19,20,0,61,1,1,0,0,13,3,0.245989304,"Jazz Chisholm Jr.",20454,665862
"Hunter Goodman","COL",48,183,199,45,26,8,0,11,30,19,13,1,70,3,0,0,2,3,2,0.245901639,"Hunter Goodman",29715,696100
"Carson Benge","NYM",50,175,190,43,33,7,0,3,25,17,14,0,40,1,0,0,1,9,1,0.245714285,"Carson Benge",35177,701807
"Angel Martínez","CLE",50,167,182,41,23,8,1,9,24,26,6,0,35,4,1,4,3,8,2,0.245508982,"Angel Martinez",26540,682657
"Jose Altuve","HOU",42,163,185,40,26,10,0,4,27,12,19,1,35,1,1,1,6,1,2,0.245398773,"Jose Altuve",5417,514888
"Rafael Devers","SFG",53,204,219,50,30,13,0,7,21,25,13,2,66,0,2,0,7,0,0,0.245098039,"Rafael Devers",17350,646240
"Gabriel Moreno","ARI",30,102,113,25,16,7,0,2,14,14,8,0,24,1,2,0,1,3,1,0.245098039,"Gabriel Moreno",22664,672515
"Miguel Vargas","CHW",51,180,221,44,23,8,1,12,37,31,34,1,37,5,2,0,3,8,0,0.244444444,"Miguel Vargas",20178,678246
"Myles Straw","TOR",45,82,93,20,15,3,0,2,18,6,9,0,15,0,1,1,1,2,1,0.243902439,"Myles Straw",17620,664702
"Dane Myers","CIN",43,74,88,18,12,3,0,3,15,12,11,0,23,2,1,0,3,2,0,0.243243243,"Dane Myers",22054,667472
"Daniel Schneemann","CLE",44,140,157,34,21,9,0,4,19,19,17,0,46,0,0,0,1,3,2,0.242857142,"Daniel Schneemann",25180,682177
"Dylan Beavers","BAL",33,103,119,25,16,7,0,2,16,12,14,0,28,0,1,1,1,3,1,0.242718446,"Dylan Beavers",31695,687637
"Matt Shaw","CHC",42,95,104,23,14,6,0,3,10,12,6,0,18,1,1,1,2,3,1,0.242105263,"Matt Shaw",33322,807713
"Jac Caglianone","KCR",48,157,172,38,23,9,1,5,18,11,13,0,51,2,0,0,1,1,1,0.242038216,"Jac Caglianone",35041,695506
"Ronald Acuña Jr.","ATL",40,149,179,36,24,9,1,2,22,11,25,1,38,3,2,0,0,7,4,0.241610738,"Ronald Acuna Jr.",18401,660670
"Yohel Pozo","STL",16,29,29,7,6,1,0,0,0,5,0,0,2,0,0,0,4,0,0,0.24137931,"Yohel Pozo",18848,650968
"Connor Wong","BOS",22,58,67,14,8,6,0,0,5,7,5,0,16,2,0,2,1,1,0,0.24137931,"Connor Wong",19896,657136
"Francisco Alvarez","NYM",37,112,128,27,18,5,0,4,12,10,11,0,28,2,1,0,10,0,0,0.241071428,"Francisco Alvarez",26121,682626
"Jake Burger","TEX",50,191,206,46,28,8,0,10,23,34,13,0,55,1,1,0,5,1,0,0.240837696,"Jake Burger",22275,669394
"Cole Young","SEA",54,187,211,45,32,9,1,3,21,26,18,0,46,5,1,0,1,2,3,0.240641711,"Cole Young",31680,702284
"Eric Haase","SFG",9,25,26,6,2,2,0,2,5,4,1,0,7,0,0,0,1,0,0,0.24,"Eric Haase",14111,606992
"Tristan Gray","MIN",26,75,84,18,14,1,0,3,9,14,6,0,27,1,1,1,1,0,0,0.24,"Tristan Gray",19877,656484
"Miguel Amaya","CHC",31,75,89,18,13,2,0,3,14,9,10,0,19,3,0,1,4,0,0,0.24,"Miguel Amaya",21693,665804
"Justin Crawford","PHI",48,150,165,36,25,7,2,2,12,12,13,0,32,2,0,0,1,7,2,0.24,"Justin Crawford",31791,702222
"Matt Chapman","SFG",52,196,218,47,32,13,1,1,23,16,20,1,52,2,0,0,4,0,1,0.239795918,"Matt Chapman",16505,656305
"Masyn Winn","STL",45,167,193,40,29,8,2,1,20,18,17,0,38,5,4,0,3,4,1,0.239520958,"Masyn Winn",27479,691026
"Mike Trout","LAA",53,188,238,45,24,8,0,13,39,28,47,5,56,3,0,0,3,5,0,0.239361702,"Mike Trout",10155,545361
"Joc Pederson","TEX",48,117,144,28,20,5,0,3,16,11,22,0,33,1,3,0,4,0,0,0.239316239,"Joc Pederson",11899,592626
"Bryson Stott","PHI",47,163,177,39,24,8,2,5,15,25,10,0,31,1,1,2,3,10,0,0.239263803,"Bryson Stott",26294,681082
"Max Muncy","ATH",26,92,104,22,13,5,2,2,15,7,6,0,37,4,2,0,3,2,1,0.239130434,"Max Muncy",29779,691777
"Austin Hedges","CLE",26,67,78,16,11,4,0,1,11,4,8,0,15,0,1,2,2,1,1,0.23880597,"Austin Hedges",12976,595978
"Jeremy Peña","HOU",16,67,72,16,12,4,0,0,7,3,3,0,13,1,1,0,0,1,0,0.23880597,"Jeremy Pena",21636,665161
"Brandon Valenzuela","TOR",33,84,97,20,14,2,0,4,12,10,12,0,24,0,0,1,0,1,0,0.238095238,"Brandon Valenzuela",23813,678218
"Yainer Diaz","HOU",26,101,106,24,17,5,0,2,7,14,3,0,16,0,2,0,3,0,1,0.237623762,"Yainer Diaz",23003,673237
"Wyatt Langford","TEX",20,80,84,19,13,3,2,1,9,4,4,0,19,0,0,0,2,3,0,0.2375,"Wyatt Langford",33333,694671
"JJ Wetherholt","STL",50,194,233,46,32,5,0,9,36,25,27,2,42,10,2,0,0,6,0,0.237113402,"JJ Wetherholt",34985,802139
"Kody Clemens","MIN",41,135,154,32,18,10,0,4,16,13,12,0,36,5,0,2,1,5,2,0.237037037,"Kody Clemens",20572,665019
"Dominic Canzone","SEA",47,110,126,26,13,9,0,4,15,19,12,0,27,2,2,0,0,1,1,0.236363636,"Dominic Canzone",26438,686527
"Adam Frazier","LAA",36,72,82,17,10,5,1,1,13,6,7,0,23,1,0,2,1,0,0,0.236111111,"Adam Frazier",15223,624428
"Brett Baty","NYM",50,157,178,37,26,7,1,3,19,21,17,0,49,1,2,0,2,2,1,0.235668789,"Brett Baty",26123,683146
"Garrett Stubbs","PHI",9,17,21,4,4,0,0,0,3,1,1,0,4,2,1,0,0,0,0,0.235294117,"Garrett Stubbs",18067,596117
"Munetaka Murakami","CHW",52,183,226,43,23,3,0,17,36,36,41,4,75,1,1,0,1,0,2,0.234972677,"Munetaka Murakami",37120,808959
"David Hamilton","MIL",41,115,138,27,24,2,1,0,21,8,15,0,26,1,0,6,1,10,3,0.234782608,"David Hamilton",27531,666152
"Moisés Ballesteros","CHC",43,115,131,27,16,5,0,6,15,20,14,0,25,0,2,0,0,0,0,0.234782608,"Moises Ballesteros",28820,694208
"Alex Freeland","LAD",33,98,112,23,17,4,0,2,11,8,11,0,32,0,1,2,3,0,0,0.234693877,"Alex Freeland",31665,690976
"Jared Triolo","PIT",23,64,69,15,13,2,0,0,3,3,3,0,16,1,0,1,3,1,0,0.234375,"Jared Triolo",25807,669707
"Curtis Mead","WSN",39,111,131,26,13,8,0,5,20,17,18,0,20,2,0,0,2,3,1,0.234234234,"Curtis Mead",23986,678554
"Willy Adames","SFG",52,210,221,49,28,15,0,6,23,17,10,0,63,1,0,0,1,1,2,0.233333333,"Willy Adames",15986,642715
"Luke Keaschall","MIN",49,176,201,41,31,8,1,1,22,18,19,1,32,4,2,0,3,10,2,0.232954545,"Luke Keaschall",33321,807712
"Austin Hays","CHW",12,43,44,10,8,1,0,1,3,7,1,1,13,0,0,0,1,0,1,0.232558139,"Austin Hays",19363,669720
"Dustin Harris","- - -",17,43,52,10,8,1,1,0,6,5,6,0,7,1,1,1,0,4,0,0.232558139,"Dustin Harris",25705,687957
"José Tena","WSN",40,99,107,23,12,7,1,3,16,13,7,0,34,1,0,0,5,0,0,0.232323232,"Jose Tena",23691,677588
"José Fermín","STL",26,56,65,13,8,3,0,2,4,8,7,0,12,0,1,0,3,0,0,0.232142857,"Jose Fermin",21746,665877
"Andrew Benintendi","CHW",47,151,166,35,22,8,2,3,17,23,11,0,48,0,3,1,3,1,0,0.231788079,"Andrew Benintendi",17901,643217
"Carter Jensen","KCR",49,151,175,35,22,7,0,6,20,23,20,1,52,1,3,0,2,0,0,0.231788079,"Carter Jensen",29478,695600
"Jake Fraley","TBR",28,82,90,19,10,7,0,2,6,5,8,0,25,0,0,0,1,3,0,0.231707317,"Jake Fraley",19260,641584
"Mark Vientos","NYM",45,160,170,37,23,8,0,6,16,23,7,0,34,2,1,0,6,0,0,0.23125,"Mark Vientos",22184,668901
"Dillon Dingler","DET",48,173,195,40,20,10,0,10,22,31,16,0,41,4,0,0,6,0,0,0.231213872,"Dillon Dingler",27464,693307
"Andrés Giménez","TOR",50,169,182,39,26,7,1,5,13,27,6,0,33,4,2,1,5,6,0,0.23076923,"Andres Gimenez",19950,665926
"Jake Meyers","HOU",17,52,58,12,8,2,0,2,6,5,4,0,12,1,1,0,0,1,2,0.23076923,"Jake Meyers",20308,676694
"Jacob Young","WSN",52,169,183,39,27,6,0,6,22,23,9,0,31,4,0,1,1,3,1,0.23076923,"Jacob Young",29931,696285
"Agustín Ramírez","MIA",31,113,129,26,18,5,1,2,14,14,13,1,28,2,1,0,5,3,1,0.230088495,"Agustin Ramirez",26546,682663
"Michael Busch","CHC",52,187,228,43,26,11,1,5,21,29,35,1,50,4,2,0,2,1,0,0.229946524,"Michael Busch",26319,683737
"Roman Anthony","BOS",30,109,130,25,18,5,1,1,12,5,20,1,33,1,0,0,0,2,0,0.229357798,"Roman Anthony",31812,701350
"Mike Yastrzemski","ATL",49,140,155,32,21,7,1,3,22,14,12,0,38,3,0,0,1,1,0,0.228571428,"Mike Yastrzemski",14854,573262
"Blaze Alexander","BAL",44,105,116,24,19,4,1,0,11,6,7,0,33,1,0,2,4,6,1,0.228571428,"Blaze Alexander",23789,677942
"Jesus Rodriguez","SFG",12,35,39,8,7,0,0,1,2,5,3,0,5,1,0,0,1,1,1,0.228571428,"Jesus Rodriguez",26991,683679
"Josh Bell","MIN",50,184,204,42,29,8,0,5,24,30,17,0,46,1,2,0,4,1,0,0.228260869,"Josh Bell",13145,605137
"Lourdes Gurriel Jr.","ARI",25,92,102,21,16,4,0,1,7,11,8,0,19,0,2,0,0,1,0,0.228260869,"Lourdes Gurriel Jr.",19238,666971
"Zack Gelof","ATH",37,114,125,26,16,3,1,6,21,17,8,0,30,1,0,2,3,6,0,0.228070175,"Zack Gelof",29766,680869
"Michael Massey","KCR",38,101,108,23,12,8,0,3,11,12,4,0,21,0,2,1,2,1,0,0.227722772,"Michael Massey",27684,686681
"Pete Crow-Armstrong","CHC",53,189,216,43,30,5,2,6,28,23,20,1,56,5,1,1,2,12,4,0.227513227,"Pete Crow-Armstrong",27769,691718
"Elias Díaz","KCR",10,22,23,5,1,2,0,2,3,5,1,0,5,0,0,0,0,0,0,0.227272727,"Elias Diaz",11680,553869
"Eli White","ATL",30,66,70,15,10,2,1,2,9,11,2,0,14,1,1,0,1,1,0,0.227272727,"Eli White",19346,642201
"Leo Jiménez","MIA",18,44,52,10,9,1,0,0,4,1,5,0,9,2,1,0,2,1,0,0.227272727,"Leo Jimenez",23782,677870
"Brady House","WSN",44,163,177,37,23,7,0,7,22,25,13,0,50,0,1,0,4,1,0,0.226993865,"Brady House",29993,691781
"José Ramírez","CLE",55,203,242,46,27,11,0,8,30,24,37,5,34,1,1,0,1,20,2,0.226600985,"Jose Ramirez",13510,608070
"Jarred Kelenic","CHW",19,53,59,12,9,2,0,1,3,4,6,0,20,0,0,0,0,0,0,0.226415094,"Jarred Kelenic",22558,672284
"Kyle Schwarber","PHI",50,190,225,43,13,9,1,20,33,36,31,0,78,4,0,0,1,1,0,0.226315789,"Kyle Schwarber",16478,656941
"Gunnar Henderson","BAL",52,221,238,50,28,10,1,11,27,25,15,0,68,1,1,0,2,6,2,0.226244343,"Gunnar Henderson",26289,683002
"Pete Alonso","BAL",53,199,226,45,23,12,0,10,29,32,24,1,53,1,2,0,5,2,0,0.226130653,"Pete Alonso",19251,624413
"Francisco Lindor","NYM",24,93,105,21,15,2,2,2,14,5,11,0,19,1,0,0,2,2,1,0.225806451,"Francisco Lindor",12916,596019
"Trea Turner","PHI",52,213,231,48,34,9,0,5,32,16,17,0,51,0,1,0,3,9,1,0.225352112,"Trea Turner",16252,607208
"Garrett Mitchell","MIL",43,129,156,29,18,8,1,2,18,24,24,1,56,1,1,1,2,6,3,0.224806201,"Garrett Mitchell",27555,669003
"Drew Gilbert","SFG",34,98,106,22,16,3,1,2,9,9,6,1,21,1,0,1,1,0,0,0.224489795,"Drew Gilbert",31545,687551
"Luis Robert Jr.","NYM",24,85,98,19,14,3,0,2,10,8,13,0,17,0,0,0,2,2,2,0.223529411,"Luis Robert Jr.",20043,673357
"Eugenio Suárez","CIN",27,94,104,21,15,3,0,3,10,11,10,0,31,0,0,0,1,0,0,0.223404255,"Eugenio Suarez",12552,553993
"Austin Riley","ATL",54,202,223,45,29,8,0,8,27,31,16,0,63,4,1,0,6,3,0,0.222772277,"Austin Riley",18360,663586
"Zach Neto","LAA",54,211,247,47,25,11,1,10,36,24,30,1,77,5,1,0,0,7,5,0.222748815,"Zach Neto",31347,687263
"Edmundo Sosa","PHI",29,81,87,18,13,3,0,2,9,14,3,0,19,1,1,0,2,2,0,0.222222222,"Edmundo Sosa",17022,624641
"Sam Huff","BAL",3,9,9,2,1,1,0,0,1,1,0,0,5,0,0,0,0,0,0,0.222222222,"Sam Huff",22209,669087
"Isaac Collins","KCR",46,144,172,32,23,6,0,3,18,16,22,0,47,4,2,0,2,3,3,0.222222222,"Isaac Collins",25477,686555
"Nick Loftin","KCR",22,54,67,12,6,6,0,0,9,13,8,0,8,3,2,0,0,0,0,0.222222222,"Nick Loftin",27630,679845
"Nolan Gorman","STL",49,167,192,37,27,4,0,6,17,25,22,2,53,0,3,0,1,0,1,0.221556886,"Nolan Gorman",22263,669357
"Geraldo Perdomo","ARI",49,167,206,37,24,8,3,2,20,18,32,0,24,0,4,3,5,8,3,0.221556886,"Geraldo Perdomo",22799,672695
"Kyle Manzardo","CLE",46,140,157,31,21,4,1,5,18,17,14,0,52,2,1,0,4,0,0,0.221428571,"Kyle Manzardo",29794,700932
"Connor Norby","MIA",48,154,180,34,21,9,0,4,16,14,19,0,51,6,1,0,4,6,2,0.22077922,"Connor Norby",29592,681393
"Joe Mack","MIA",17,50,54,11,8,3,0,0,6,6,4,0,18,0,0,0,1,0,0,0.22,"Joe Mack",29780,691788
"Santiago Espinal","LAD",26,41,44,9,5,3,0,1,4,4,1,0,6,0,0,2,5,0,0,0.219512195,"Santiago Espinal",19997,669289
"J.T. Realmuto","PHI",34,114,127,25,20,4,0,1,10,8,9,0,21,3,1,0,1,1,0,0.219298245,"J.T. Realmuto",11739,592663
"Colson Montgomery","CHW",51,187,214,41,20,8,0,13,24,32,20,3,64,7,0,0,2,1,1,0.219251336,"Colson Montgomery",29712,695657
"Ronny Mauricio","NYM",10,32,32,7,6,0,0,1,3,2,0,0,12,0,0,0,1,0,0,0.21875,"Ronny Mauricio",23698,677595
"Carlos Narváez","BOS",35,101,114,22,15,5,0,2,13,3,10,0,33,2,0,1,4,1,0,0.217821782,"Carlos Narvaez",19722,665966
"Bo Bichette","NYM",53,216,233,47,36,6,0,5,24,27,15,0,40,0,2,0,7,1,0,0.217592592,"Bo Bichette",19612,666182
"Josh Smith","TEX",31,92,108,20,18,2,0,0,6,6,14,1,20,1,1,0,1,2,1,0.217391304,"Josh Smith",26396,669701
"Anthony Volpe","NYY",8,23,30,5,3,2,0,0,2,3,7,0,7,0,0,0,0,2,1,0.217391304,"Anthony Volpe",27647,683011
"Sal Frelick","MIL",49,161,185,35,28,4,0,3,21,18,16,1,20,1,3,0,2,4,2,0.217391304,"Sal Frelick",29622,686217
"Matt Vierling","DET",44,134,151,29,16,9,0,4,12,21,14,0,26,0,3,0,3,2,1,0.21641791,"Matt Vierling",21558,663837
"Esteury Ruiz","MIA",23,37,39,8,2,3,1,2,11,5,1,0,13,0,1,0,0,8,0,0.216216216,"Esteury Ruiz",21780,665923
"George Valera","CLE",13,37,38,8,5,3,0,0,1,6,1,0,8,0,0,0,1,0,0,0.216216216,"George Valera",22541,671655
"Kerry Carpenter","DET",37,102,117,22,12,2,2,6,11,17,11,0,40,2,2,0,1,0,0,0.215686274,"Kerry Carpenter",25961,681481
"Jorge Soler","LAA",50,182,209,39,21,9,0,9,25,30,20,0,65,4,3,0,7,0,0,0.214285714,"Jorge Soler",14221,624585
"Ian Happ","CHC",49,182,220,39,21,7,1,10,35,20,36,3,73,2,0,0,4,2,0,0.214285714,"Ian Happ",17919,664023
"MJ Melendez","NYM",32,70,84,15,9,3,1,2,8,6,9,0,29,4,0,1,0,0,1,0.214285714,"MJ Melendez",22197,669004
"Vaughn Grissom","LAA",31,98,113,21,13,6,0,2,7,13,11,0,11,1,2,0,5,0,0,0.214285714,"Vaughn Grissom",26031,687093
"Tanner Murray","CHW",13,28,33,6,5,0,0,1,2,3,2,1,7,1,1,1,0,0,0,0.214285714,"Tanner Murray",28848,695020
"Marcelo Mayer","BOS",47,140,156,30,22,6,0,2,11,11,11,0,30,2,2,0,4,3,0,0.214285714,"Marcelo Mayer",29668,691785
"Kazuma Okamoto","TOR",51,187,210,40,24,6,0,10,25,27,22,0,67,0,1,0,4,0,0,0.213903743,"Kazuma Okamoto",37123,672960
"Marcus Semien","NYM",53,192,210,41,31,7,0,3,18,18,13,0,42,1,3,1,6,5,1,0.213541666,"Marcus Semien",12533,543760
"Alec Bohm","PHI",49,178,197,38,26,7,0,5,16,22,14,0,29,2,3,0,2,0,0,0.213483146,"Alec Bohm",21618,664761
"Ramón Laureano","SDP",48,164,186,35,22,5,2,6,21,20,18,0,59,2,2,0,1,5,0,0.213414634,"Ramon Laureano",17128,657656
"Salvador Perez","KCR",51,197,213,42,29,5,0,8,19,24,9,1,42,4,3,0,7,0,0,0.213197969,"Salvador Perez",7304,521692
"Pedro Pagés","STL",33,108,119,23,16,3,0,4,11,9,5,0,28,2,1,3,5,2,0,0.212962962,"Pedro Pages",25782,686780
"Bryce Teodosio","LAA",34,47,51,10,8,2,0,0,5,2,3,0,18,0,0,1,1,4,1,0.212765957,"Bryce Teodosio",29524,669326
"Owen Caissie","MIA",46,127,143,27,16,7,0,4,15,24,10,0,60,2,4,0,1,3,0,0.212598425,"Owen Caissie",27496,683357
"Hao-Yu  Lee","DET",26,66,70,14,9,3,1,1,4,8,4,0,20,0,0,0,1,0,0,0.212121212,"Hao-Yu  Lee",30080,701678
"Zach Dezenzo","HOU",15,38,41,8,4,3,0,1,4,2,3,0,14,0,0,0,1,0,0,0.210526315,"Zach Dezenzo",31562,701305
"Cam Smith","HOU",53,171,197,36,25,7,0,4,21,17,20,0,55,3,2,0,5,6,1,0.210526315,"Cam Smith",35108,701358
"Kyle Higashioka","TEX",26,81,88,17,13,1,0,3,8,9,7,0,26,0,0,0,4,0,0,0.209876543,"Kyle Higashioka",5517,543309
"Austin Slater","- - -",21,43,49,9,8,1,0,0,4,2,5,0,15,0,1,0,1,1,0,0.209302325,"Austin Slater",16153,596103
"Lane Thomas","KCR",39,86,108,18,15,2,0,1,8,9,19,0,23,1,2,0,1,3,3,0.209302325,"Lane Thomas",16939,657041
"Edouard Julien","COL",44,129,146,27,21,3,1,2,15,12,16,0,41,1,0,0,5,3,2,0.209302325,"Edouard Julien",27534,666397
"Ezequiel Tovar","COL",52,177,191,37,25,11,0,1,13,14,11,0,50,2,1,0,2,3,0,0.209039548,"Ezequiel Tovar",24064,678662
"Dylan Crews","WSN",6,24,25,5,4,0,0,1,2,1,1,0,6,0,0,0,0,1,0,0.208333333,"Dylan Crews",33541,686611
"Steven Kwan","CLE",51,183,222,38,30,7,0,1,23,12,32,1,25,2,2,3,4,2,1,0.207650273,"Steven Kwan",24610,680757
"Brenton Doyle","COL",43,111,122,23,18,4,0,1,21,4,11,0,40,0,0,0,0,9,2,0.207207207,"Brenton Doyle",25479,686668
"Jonah Heim","- - -",20,63,70,13,6,6,0,1,6,8,6,0,12,0,1,0,2,0,0,0.206349206,"Jonah Heim",16930,641680
"George Springer","TOR",34,131,148,27,15,7,0,5,13,13,14,0,30,1,0,0,3,2,1,0.20610687,"George Springer",12856,543807
"Trevor Story","BOS",41,165,176,34,24,7,0,3,16,19,8,0,57,1,2,0,6,4,0,0.206060606,"Trevor Story",12564,596115
"Kyle Stowers","MIA",31,112,127,23,15,5,0,3,15,8,13,1,34,2,0,0,4,1,1,0.205357142,"Kyle Stowers",26151,669065
"Kyle Karros","COL",50,147,173,30,22,7,0,1,18,11,24,0,41,0,2,0,1,2,0,0.204081632,"Kyle Karros",33252,691720
"James McCann","ARI",22,59,62,12,9,3,0,0,3,6,1,0,17,0,0,2,4,0,0,0.20338983,"James McCann",12859,543510
"Taylor Walls","TBR",39,118,141,24,16,6,2,0,19,14,17,0,33,1,0,5,1,6,2,0.20338983,"Taylor Walls",22458,670764
"Adolis García","PHI",52,182,208,37,25,7,1,4,17,15,19,0,62,4,3,0,2,2,0,0.203296703,"Adolis Garcia",19287,666969
"Spencer Torkelson","DET",53,173,202,35,18,10,0,7,17,20,26,0,63,2,1,0,4,0,1,0.202312138,"Spencer Torkelson",27465,679529
"Gary Sánchez","MIL",31,89,112,18,9,3,1,5,15,15,21,0,23,2,0,0,3,0,0,0.202247191,"Gary Sanchez",11442,596142
"Jackson Merrill","SDP",49,183,204,37,23,10,0,4,24,19,18,2,50,1,0,2,4,10,0,0.202185792,"Jackson Merrill",29490,701538
"Matt McLain","CIN",51,183,210,37,23,9,0,5,20,20,24,0,49,2,0,1,3,7,2,0.202185792,"Matt McLain",29695,680574
"Travis d'Arnaud","LAA",14,35,40,7,5,1,0,1,5,3,3,0,7,2,0,0,1,0,0,0.2,"Travis d'Arnaud",7739,518595
"Andrew McCutchen","TEX",36,70,80,14,11,2,0,1,8,5,9,0,21,0,1,0,0,0,0,0.2,"Andrew McCutchen",9847,457705
"Jose Siri","LAA",9,10,11,2,1,1,0,0,2,0,1,0,5,0,0,0,1,0,0,0.2,"Jose Siri",17452,642350
"Victor Robles","SEA",6,15,15,3,2,1,0,0,0,1,0,0,4,0,0,0,1,1,0,0.2,"Victor Robles",18363,645302
"Jhonny Pereda","SEA",7,20,22,4,3,0,0,1,3,1,1,0,5,1,0,0,0,0,0,0.2,"Jhonny Pereda",19802,640902
"Luken Baker","ARI",3,5,5,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.2,"Luken Baker",21497,663609
"Gabriel Arias","CLE",10,30,32,6,3,1,0,2,2,4,2,0,12,0,0,0,0,0,0,0.2,"Gabriel Arias",22563,672356
"Will Wilson","SEA",2,5,6,1,0,0,0,1,1,2,1,0,1,0,0,0,0,0,0,0.2,"Will Wilson",25434,669717
"Tyler Tolbert","KCR",9,5,5,1,1,0,0,0,2,0,0,0,1,0,0,0,1,2,1,0.2,"Tyler Tolbert",25779,686475
"Luis Matos","MIL",9,20,21,4,4,0,0,0,1,0,1,0,7,0,0,0,1,0,0,0.2,"Luis Matos",26467,682641
"Tyler Soderstrom","ATH",50,190,214,38,18,14,1,5,22,24,22,2,43,1,1,0,5,1,1,0.2,"Tyler Soderstrom",27467,691016
"Alika Williams","ATH",6,5,5,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.2,"Alika Williams",27604,675961
"Jasson Domínguez","NYY",9,30,32,6,3,2,0,1,3,4,1,0,4,1,0,0,0,0,0,0.2,"Jasson Dominguez",28080,691176
"Brice Matthews","HOU",44,130,141,26,17,4,1,4,13,14,9,0,46,0,1,1,2,2,2,0.2,"Brice Matthews",33280,694728
"Jim Jarvis","ATL",2,5,5,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.2,"Jim Jarvis",33492,805347
"Vinnie Pasquantino","KCR",50,186,214,37,25,5,2,5,21,23,23,1,41,1,4,0,3,2,0,0.198924731,"Vinnie Pasquantino",27676,686469
"J.P. Crawford","SEA",45,156,189,31,21,4,0,6,23,17,29,0,29,4,0,0,3,1,2,0.198717948,"J.P. Crawford",15491,641487
"Luis Rengifo","MIL",42,141,155,28,20,8,0,0,12,14,11,1,19,1,1,1,2,2,0,0.19858156,"Luis Rengifo",19858,650859
"Brent Rooker","ATH",36,136,155,27,18,2,0,7,12,25,16,1,48,1,2,0,3,2,0,0.198529411,"Brent Rooker",19627,667670
"Jakob Marsee","MIA",52,187,223,37,26,5,3,3,29,14,29,0,52,5,1,1,1,13,5,0.197860962,"Jakob Marsee",31370,805300
"Colton Cowser","BAL",43,91,105,18,14,2,0,2,11,12,12,0,34,0,1,1,1,1,1,0.197802197,"Colton Cowser",29591,681297
"Nick Yorke","PIT",27,76,86,15,11,3,0,1,6,6,7,0,17,2,1,0,3,0,0,0.197368421,"Nick Yorke",27504,694377
"Victor Scott II","STL",49,127,148,25,20,3,0,2,17,7,10,0,37,1,1,9,3,7,4,0.196850393,"Victor Scott II",31349,687363
"Trent Grisham","NYY",51,163,196,32,16,9,1,6,27,27,31,0,36,0,2,0,3,3,1,0.196319018,"Trent Grisham",18564,663757
"Lenyn Sosa","- - -",38,107,109,21,13,7,0,1,9,9,0,0,24,0,1,1,2,0,0,0.196261682,"Lenyn Sosa",22896,672820
