Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA,ERA,xERA,FIP,xFIP,fWAR,NameASCII,PlayerId,MLBAMID,K/BB,K%,BB%,K-BB%,AVG,WHIP,ERA-,FIP-,xFIP-,E-F,SIERA,QS,CG,ShO,HLD,BS,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,WPA,-WPA,+WPA,RE24,REW,pLI,inLI,gmLI,exLI,Pulls,WPA/LI,Clutch,SD,MD,Year,bWAR,EV,Barrel%,HardHit%,Chase%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Whiff%,Zone%
Bret Saberhagen,KCR,5,9,0,20,20,135.0,5.800000655562863,1.866666877652416,0.6000000678168479,0.3142201834862385,0.75738916,,,,3.266667035891728,,3.030521264292088,,2.8860695362091064,Bret Saberhagen,1011355,121604,3.10714286,0.15508021,0.04991087,0.10516934,0.2744360902255639,1.2888890345695252,83.68072838603307,80.75658741259201,,0.2361457715996398,,14,5,0,,,561,146,52,49,9,28,1,1,1,0,87,1.5828937292099,-8.984423637390137,10.567319869995115,13.321900367736816,1.3913472890853882,1.0152099132537842,0.9036116003990172,0.8750200271606445,1.171346664428711,15,1.5281214714050293,0.0310572841852001,0,0,1990,3.59,,,,,,,,,,
Jack McDowell,CHW,14,9,0,33,33,205.0,7.243902978210671,3.3804880564983133,0.8780488458437177,0.2830820770519263,0.73469388,,,,3.819512479420172,,3.696103961083385,,2.8600168228149414,Jack McDowell,1008473,118656,2.14285714,0.19053118,0.08891455,0.10161663,0.2416879795396419,1.2975610721912716,97.25994107266816,96.42734968383576,,0.1234085183367872,,19,4,0,,,866,189,93,87,20,77,0,7,7,1,165,0.9301621913909912,-14.534485816955566,15.464648246765137,2.4649994373321533,0.2140972167253494,0.9957860112190248,0.9298015236854552,0.8760424256324768,1.6493861675262451,29,-0.1289451867341995,1.0630436586059846,0,0,1990,1.88,,,,,,,,,,
Bob Tewksbury,STL,10,9,1,28,20,145.1,3.096330363274266,0.9288991089822796,0.4334862508583971,0.2769230769230769,0.64070352,,,,3.467890006867177,,3.1179320532799415,,2.858526110649109,Bob Tewksbury,1012941,123213,3.33333333,0.08403361,0.02521008,0.05882353,0.2616984402079723,1.1422018673411731,90.49109308280023,82.16175185683576,,0.3499579535872357,,11,3,2,,,595,151,67,56,7,15,3,3,2,0,50,0.1471920907497406,-8.527218163013458,8.674410283565521,2.6649999618530273,0.2795258462429046,0.8364778133823276,0.8037229363435234,0.853478593485696,0.8613499800364176,24,1.565229132771492,-1.3892626117294524,2,2,1990,1.05,,,,,,,,,,
Danny Darwin,HOU,11,4,2,48,17,162.2,6.030738506337108,1.7151641623527556,0.6086066382542036,0.2545824847250509,0.82904884,,,,2.213115048197104,,2.9927252709689403,,2.8202743977308273,Danny Darwin,1002996,113060,3.51612903,0.16873065,0.04798762,0.12074303,0.2225859247135843,1.0266394806914343,60.51768056906054,83.12491196757361,,-0.7796102227718364,,14,3,0,,,646,136,42,40,11,31,4,4,0,2,109,3.3499078154563904,-8.769864320755005,12.119769811630247,27.45800018310547,3.013879656791687,0.9871563459994523,0.9589941189891992,0.9700125195086002,1.107012894845778,31,-1.7823951989412308,5.175887859989523,9,3,1990,5.26,,,,,,,,,,
Jim Abbott,CAL,10,14,0,33,33,211.2,4.464567143697286,3.061417469963853,0.6803149933253008,0.3163686382393397,0.68862275,,,,4.507086830780117,,3.8901888327267775,,2.777777910232544,Jim Abbott,1000012,110009,1.45833333,0.11351351,0.07783784,0.03567568,0.2900943396226415,1.5023622769267058,117.32000580444084,98.5485995411956,,0.6168979980533393,,17,4,1,,,925,246,116,106,16,72,6,5,4,3,105,-0.7025139331817627,-16.870670318603516,16.168153762817383,-13.627699851989746,-1.422071099281311,1.0430269241333008,0.9420872926712036,0.8641575574874878,1.1715517044067385,29,-1.200371503829956,0.52683766023765,0,0,1990,1.4,,,,,,,,,,
Jose DeLeon,STL,7,19,0,32,32,182.2,8.080292420786416,4.237226513339217,0.7390511360475379,0.2925430210325048,0.68487395,,,,4.434306816285227,,3.57472241729811,,2.7528979778289795,Jose DeLeon,1003168,113229,1.90697674,0.20680958,0.10844893,0.09836066,0.2393162393162393,1.3905110263412936,115.70876529404607,94.19413286321569,,0.8595843989871179,,18,0,0,,,793,168,96,90,15,86,9,5,5,0,164,-0.6626797318458557,-14.839008331298828,14.176332473754885,-8.628999710083008,-1.0729377269744873,1.0727012157440186,0.97514808177948,0.8742625117301941,1.074162483215332,32,-0.4158656597137451,-0.2019016385047297,0,0,1990,0.2,,,,,,,,,,
Greg Swindell,CLE,12,9,0,34,34,214.2,5.6599373517777005,1.9704967076559403,1.13198747035554,0.3105413105413105,0.71708464,,,,4.402173495827101,,3.8564355635780143,,2.733171224594116,Greg Swindell,76,123057,2.87234043,0.14802632,0.05153509,0.09649123,0.2835648148148148,1.3602483182873155,110.70245310190734,99.22820189173638,,0.5457379322490858,,17,3,0,,,912,245,110,105,27,47,2,1,3,2,135,-1.4494359493255615,-17.178009033203125,15.728571891784668,-3.836199998855591,-0.45216965675354,0.9748430252075196,0.9095384478569032,0.8701412081718445,1.1557483673095703,31,-0.5701908469200134,-0.9166495077278676,0,0,1990,1.43,,,,,,,,,,
Dana Kiecker,BOS,8,9,0,32,25,152.0,5.506580087493237,3.197369083060589,0.4144737700263727,0.2887029288702928,0.67608476,,,,3.9671060845381385,,3.426720197626785,,2.7169637763872743,Dana Kiecker,1006890,117037,1.72222222,0.1450858,0.08424337,0.06084243,0.2508650519031142,1.3092107973848914,96.51560170178752,86.47804011418422,,0.5403858869113534,,12,0,0,,,641,145,74,67,7,54,2,9,9,1,93,0.6274879723787308,-10.0792076587677,10.706694066524506,1.5996999740600586,0.1849492788314819,0.9567669760546036,0.9012775354915196,0.9809312522411346,1.2699931037837062,29,1.3939756751060486,-0.7381336695988272,1,0,1990,2.52,,,,,,,,,,
Brian Holman,SEA,11,11,0,28,28,189.2,5.7416518671166,3.1318101093363273,0.8066783614957206,0.2878787878787879,0.71126164,,,,4.033391807478603,,3.836418497290198,,2.712449550628662,Brian Holman,1005969,116096,1.83333333,0.15049751,0.08208955,0.06840796,0.2568306010928962,1.3391915282347258,100.60362265450168,96.12452991679444,,0.196973310188405,,16,3,0,,,804,188,92,85,17,66,2,6,8,2,121,-0.207576110959053,-14.09652614593506,13.888954162597656,-3.878499984741211,-0.3984802067279815,1.0115216970443726,0.9225587248802184,0.8773857355117798,1.3129119873046875,25,0.0744068324565887,-0.279618556105802,0,0,1990,1.61,,,,,,,,,,
Tom Browning,CIN,15,9,0,35,35,227.2,3.9136165731099553,2.055636987896138,0.9487555328751408,0.2715572715572715,0.75077399,,,,3.795022131500563,,4.060129233940548,,2.710193634033203,Tom Browning,1001566,111611,1.90384615,0.10344828,0.05433647,0.04911181,0.2611111111111111,1.2606149904405806,96.71112132928056,101.70215408681644,,-0.2651071024399849,,20,2,1,,,957,235,98,96,24,52,13,5,5,1,99,1.42890202999115,-17.052968978881836,18.481868743896484,6.056999683380127,0.6211401224136353,1.0898078680038452,1.0286792516708374,0.8759999871253967,1.569048523902893,33,0.3846811056137085,0.926469301667172,0,0,1990,4.09,,,,,,,,,,
Todd Stottlemyre,TOR,13,17,0,33,33,203.0,5.098522167487685,3.0591133004926108,0.7980295566502463,0.298780487804878,0.71482318,,,,4.344827586206897,,3.96593448493281,,2.692728281021118,Todd Stottlemyre,75,122840,1.66666667,0.13279446,0.07967667,0.05311778,0.2712294043092522,1.3940886699507389,110.03969890820022,98.460550794033,,0.3788931012740866,,15,4,0,,,866,214,101,98,18,69,4,8,6,1,115,-0.9633237719535828,-14.763006210327148,13.799681663513184,-0.6746000647544861,-0.0513918623328208,0.907139003276825,0.8303458094596863,0.8723636269569397,0.8068965673446655,29,0.4099145531654358,-1.4718507817630415,0,0,1990,2.08,,,,,,,,,,
Larry Andersen,- - -,5,2,7,65,0,95.2,8.749130373487967,2.54007010843199,0.1881533413653326,0.2927756653992395,0.81749049,,,,1.7874567429706598,,2.0452326880819993,,2.6651289463043213,Larry Andersen,1000236,110224,3.44444444,0.24031008,0.06976744,0.17054264,0.2206703910614525,1.1080141213736254,48.026823943184326,56.17798188250612,,-0.2577759451113395,,0,0,0,,,387,79,22,19,2,27,5,2,4,0,93,1.1086182594299316,-7.055861830711365,8.164479970932007,13.656999826431274,1.645966410636902,1.263334502056601,1.2347403576499538,1.439913823054387,1.249873161315918,41,1.5059439539909365,-0.6284105235137384,25,11,1990,3.54,,,,,,,,,,
Greg Harris,BOS,13,9,0,34,30,184.1,5.712477080775831,3.759493463416572,0.634719675641759,0.2932203389830508,0.71371611,,,,4.00361641558648,,3.8064906436028023,,2.584250694606453,Greg Harris,1005415,115521,1.51948052,0.14570361,0.09589041,0.0498132,0.2583333333333333,1.4267630315707915,97.40386042095724,96.06498883042076,,0.1971257719836776,,12,1,0,,,803,186,90,82,13,77,7,6,8,1,117,0.6365640833973885,-13.65464448183775,14.2912078499794,3.9615002870559697,0.3087401986122131,1.0366445043800272,0.9416095184795747,0.8716235266012304,1.297606711089611,30,0.4430257976055145,0.171036285112119,1,0,1990,2.93,,,,,,,,,,
Bill Swift,SEA,6,4,6,55,8,128.0,2.9531249119900194,1.4765624559950097,0.281249991618097,0.2854030501089324,0.7433291,,,,2.3906249287538253,,3.214549004845322,,2.5579264163970947,Bill Swift,1012788,123053,2.0,0.07879925,0.03939962,0.03939963,0.2673267326732673,1.2187499636784207,59.628605332825884,80.53886098835501,,-0.8239240760914961,,6,0,0,,,533,135,46,34,4,21,6,7,8,3,42,0.1503558605909347,-9.500993728637695,9.651350021362305,6.297699689865112,0.742874950170517,1.0748610368175229,1.2153356487029476,1.797825451330705,1.7871405401745355,37,1.0010066628456116,-0.861122663481273,14,13,1990,2.53,,,,,,,,,,
John Burkett,SFG,14,7,1,33,32,204.0,5.205882352941177,2.6911764705882355,0.7941176470588235,0.2789634146341463,0.72259136,,,,3.7941176470588234,,3.754377448325064,,2.473908744286746,John Burkett,179,111734,1.93442623,0.13768961,0.07117853,0.06651109,0.2537878787878788,1.2843137254901962,103.38735054326544,100.19580590930356,,0.0397401987337593,,18,2,0,,,857,201,92,86,18,61,7,4,3,3,118,0.41925810277462,-13.82556176930666,14.24482038617134,9.548200011253355,0.9960169941186904,0.9469725613653056,0.8729601510853138,0.8909030357996622,1.302886724472046,30,1.2533781304955482,-0.8106429131518154,1,0,1990,2.09,,,,,,,,,,
Tom Gordon,KCR,12,11,0,32,32,195.1,8.063139511830222,4.561433209549668,0.7832764097206502,0.3102836879432624,0.72168764,,,,3.732081716904274,,3.7144423144724823,,2.4728989601135254,Tom Gordon,282,114971,1.76767677,0.2039627,0.11538462,0.08857809,0.2539682539682539,1.4897610145667266,95.6030452554203,98.98781469325029,,0.0176394024317914,,18,6,1,,,858,192,99,81,17,99,1,3,11,0,175,0.1280880272388458,-14.932119369506836,15.060206413269045,2.2055001258850098,0.2926786839962005,0.9762044548988342,0.8141494393348694,0.8821499943733215,1.145215392112732,26,-1.0953282117843628,1.2265384583634156,0,0,1990,2.32,,,,,,,,,,
Kevin Brown,TEX,12,10,0,26,26,180.0,4.39999962700741,2.9999997456868703,0.649999944898822,0.2731871838111298,0.70063694,,,,3.5999996948242448,,3.8194100423506825,,2.4373233318328857,Kevin Brown,642,111554,1.46666667,0.11624835,0.07926024,0.03698811,0.2521613832853026,1.3055554448822493,91.97720100316734,97.55367353188204,,-0.2194103475264377,,17,6,2,,,757,175,84,72,13,60,3,3,9,2,88,0.82843017578125,-13.596243858337402,14.424674034118652,7.124800682067871,0.7845922112464905,1.0926393270492554,1.0072952508926392,0.8629922866821289,1.3995699882507324,20,0.7723258137702942,-0.0141340159164859,0,0,1990,2.07,,,,,,,,,,
Norm Charlton,CIN,12,9,2,56,16,154.1,6.822894899254041,4.082073871348571,0.583153410192653,0.2694877505567928,0.79581152,,,,2.7408210279054694,,3.5728779325384377,,2.424249053001404,Norm Charlton,1002160,112213,1.67142857,0.18,0.10769231,0.07230769,0.2274305555555555,1.3023759494302585,69.84620004489952,89.50063304507525,,-0.8320569046329682,,14,1,1,,,650,131,53,47,10,70,4,4,9,1,117,1.6399900615215302,-11.709238052368164,13.349228382110596,15.20900058746338,1.6815632581710815,1.172120862228926,1.1062941218531408,1.2601428883416312,1.6846190520695277,42,0.6107797222211957,0.7883849154620683,12,7,1990,3.78,,,,,,,,,,
Kevin Gross,MON,9,12,0,31,26,163.1,6.116326935349904,3.5816328900697636,0.4959184001635057,0.3097514340344168,0.67722076,,,,4.573469690396775,,3.432788854195448,,2.406419098377228,Kevin Gross,1005088,115189,1.70769231,0.15589888,0.09129213,0.06460674,0.2659409020217729,1.4448980547973749,120.79936003384869,92.1314860089348,,1.1406808362013263,,12,2,1,,,712,171,86,83,9,65,7,4,4,1,111,-0.5858340263366699,-12.333614230155945,11.747780323028564,-10.920899391174316,-1.1193839311599731,1.0096371240086026,0.8599975843762242,0.8523806448905699,1.1092153512514555,26,-0.1320005655288696,-0.4482415951503155,2,0,1990,0.46,,,,,,,,,,
Lee Smith,- - -,5,5,31,64,0,83.0,9.433738625160048,3.1445795417200157,0.3253013319020706,0.3022222222222222,0.79331942,,,,2.060241768713114,,2.2299855380155003,,2.40387225151062,Lee Smith,1012175,122426,3.0,0.25290698,0.08430233,0.16860465,0.2253968253968254,1.2048197477854468,53.18576745281156,58.32265833215597,,-0.1697437693023862,,0,0,0,,,344,71,24,19,3,29,7,0,2,0,87,2.681376039981842,-10.3337299823761,13.01510238647461,16.735000371932983,1.792826771736145,2.1156891080923885,1.8006041543652314,1.6492531690746546,2.0448908372358843,11,1.220485121011734,0.0468920327136095,31,12,1990,2.2199999999999998,,,,,,,,,,
Bud Black,- - -,13,11,0,32,31,206.2,4.616129302075469,2.6564517681755055,0.8274194032022066,0.2432432432432432,0.73049002,,,,3.5709679506621548,,3.935718437690024,,2.385182648897171,Bud Black,1001007,111034,1.73770492,0.12368728,0.07117853,0.05250875,0.2288242730720606,1.170967810379731,89.85461840633162,100.93624214495289,,-0.364750487027869,,19,5,2,,,857,181,86,82,19,61,1,5,6,1,106,2.3031780631281435,-12.80302032828331,15.106196135282516,22.815000150585547,2.3428455077228136,0.9858782871276544,0.9375327086007154,0.9146749954670668,1.3316230590526874,26,2.6002788990736008,-0.2641101313868437,0,0,1990,3.5,,,,,,,,,,
Bryn Smith,STL,9,8,0,26,25,141.1,4.966980608043953,1.910377156939982,0.7004716242113268,0.3091286307053942,0.63269877,,,,4.266508983832627,,3.4380159316475467,,2.3652268503792584,Bryn Smith,1012104,122358,2.6,0.12892562,0.04958678,0.07933884,0.2802101576182136,1.3443394808096172,111.33025004543892,90.59312756415171,,0.8284930521850802,,12,0,0,,,605,160,81,67,11,30,1,4,2,0,78,-0.4190259762108326,-10.87501621246338,10.455989968031645,-12.830000162124634,-1.4553050566464665,1.0008805283828626,0.899338698711525,0.9080000290503868,0.8190923264393439,26,-0.6792190261185169,0.2605616895752043,0,0,1990,-0.71,,,,,,,,,,
Terry Mulholland,PHI,9,10,0,33,26,180.2,3.7361624931026647,2.092250996137492,0.747232498620533,0.2565359477124183,0.70769231,,,,3.3376384938383805,,3.7880038484772136,,2.3615754395723343,Terry Mulholland,665,119488,1.78571429,0.10053619,0.05630027,0.04423593,0.245014245014245,1.1845018867021782,87.16491270475319,98.6186473825356,,-0.4503653546388331,,16,6,1,,,746,172,78,67,15,42,7,2,7,2,75,0.7019920647144318,-11.38318419456482,12.085176512598991,6.371599435806274,0.7141690999269485,0.931823560872834,0.9128973303040908,1.1050302657214075,1.05169597864151,25,1.2359612956643105,-0.4826083067606176,1,2,1990,1.77,,,,,,,,,,
Kirk McCaskill,CAL,12,11,0,29,29,174.1,4.026768407481416,3.717016991521307,0.4646271239401633,0.2634315424610052,0.71043165,,,,3.252389867581144,,3.8580121488173287,,2.3532814979553223,Kirk McCaskill,1008382,118564,1.08333333,0.10569106,0.09756098,0.00813008,0.2424698795180722,1.336519998494544,84.6600947505774,97.73326212990231,,-0.6056222812361849,,17,2,1,,,738,161,77,63,9,72,1,2,6,1,78,1.0535919666290283,-12.342705726623535,13.3962984085083,7.116600036621094,0.7753737568855286,0.9852502346038818,0.910517156124115,0.873779296875,0.9797555804252625,27,-0.442710280418396,1.5120751276672,0,0,1990,3.05,,,,,,,,,,
Jimmy Key,TOR,13,7,0,27,27,154.2,5.120689486776895,1.2801723716942237,1.163793065176567,0.295049504950495,0.68902439,,,,4.24784468789447,,3.797523122352597,,2.3517377376556396,Jimmy Key,1006885,117032,4.0,0.13836478,0.03459119,0.10377359,0.2756933115823817,1.2349137524929128,107.58345209108296,94.27837576123316,,0.4503215655418731,,14,0,0,,,636,169,79,73,20,22,2,1,0,1,88,1.0030641555786133,-9.511573791503906,10.51463794708252,0.0643994510173797,-0.0286172274500131,0.8811779618263245,0.8703151941299438,0.8740518689155579,0.9015036821365356,27,0.748852550983429,0.3894693306710648,0,0,1990,1.54,,,,,,,,,,
Tom Candiotti,CLE,15,11,0,31,29,202.0,5.702970391265928,2.4504950899970783,1.0247524921805964,0.2857142857142857,0.74639525,,,,3.653465406904735,,3.927110916627949,,2.341049629612826,Tom Candiotti,1001911,111954,2.32727273,0.14953271,0.06425234,0.08528037,0.260377358490566,1.297029724402494,91.87452135875505,101.0472088440532,,-0.2736455097232135,,17,3,1,,,856,207,92,82,23,55,1,6,9,3,128,1.0595920979976654,-13.129006415605543,14.188597545027733,9.855599880218506,0.9847894832491876,0.911399808964988,0.8474640321503416,0.8877935390318593,1.1415704179693151,27,0.6037288159132004,0.5588697358694348,0,1,1990,2.78,,,,,,,,,,
John Tudor,STL,12,4,0,25,22,146.1,3.87471580066944,1.845102762223543,0.6150342540745144,0.2340425531914893,0.75362319,,,,2.398633590890606,,3.491670410368642,,2.2721545100212097,John Tudor,1013215,123499,2.1,0.10956522,0.05217391,0.0573913,0.2209944751381215,1.0250570901241909,62.589925030781565,92.00644794374983,,-1.0930368194780358,,17,1,1,,,575,120,48,39,10,30,4,2,0,0,63,2.139441967010498,-7.616872251033783,9.756314098834991,23.51200008392334,2.519203394651413,0.8992258918405783,0.8922360535489012,0.8888080191612243,1.264625020325184,24,2.2457789480686188,0.1334251945427405,3,0,1990,3.41,,,,,,,,,,
Mark Gardner,MON,7,9,0,27,26,152.2,7.958514925480128,3.5960697070687986,0.7663755113425308,0.2735849056603773,0.75774336,,,,3.4192138198359068,,3.5222727839297443,,2.253189304843545,Mark Gardner,1004529,114610,2.21311475,0.21028037,0.09501558,0.1152648,0.2255244755244755,1.244541428675905,90.31192272299398,94.5322699281805,,-0.1030589640938375,,15,3,3,,,642,129,62,58,13,61,5,9,2,4,135,0.5209621340036392,-10.093132436275482,10.614094331860542,4.315300166606903,0.6154201701283455,0.9615686572758496,0.9078330787328572,0.9306370682186552,1.0380957126617432,23,0.0930383056402206,0.4487452997858746,0,1,1990,2.06,,,,,,,,,,
Oil Can Boyd,MON,10,6,0,31,31,190.2,5.333915941627451,2.4545453890674995,0.8968531229285094,0.2470187393526405,0.80561331,,,,2.926573348503557,,3.783823466453701,,2.2168803215026855,Oil Can Boyd,1001279,111312,2.17307692,0.14599483,0.06718346,0.07881137,0.2280945757997218,1.1328671026465382,77.29977708908282,101.54947038568996,,-0.8572501179501435,,22,3,3,,,774,164,64,62,19,52,10,3,3,3,113,1.3276439905166626,-12.626999855041504,13.954644203186035,20.775400161743164,2.2218616008758545,0.9894604086875916,0.8905115723609924,0.8752580881118774,0.9588500261306764,28,0.772131085395813,0.5696547797684473,0,0,1990,4.34,,,,,,,,,,
Eric King,CHW,12,4,0,25,25,151.0,4.172185008857675,2.384105719347243,0.5960264298368108,0.2515090543259557,0.73053892,,,,3.2781453641024596,,3.6559810504982018,,2.180006742477417,Eric King,1006929,117078,1.75,0.11235955,0.06420546,0.04815409,0.2339688041594454,1.1589402802382431,83.4745865233163,95.38029129095676,,-0.3778356863957417,,14,2,2,,,623,135,59,55,10,40,0,6,2,3,70,-0.0139296688139438,-10.80048370361328,10.786554336547852,7.522899627685547,0.8233386874198914,0.9939598441123962,0.932636857032776,0.869704008102417,1.409365177154541,23,1.3286784887313845,-1.3426928062075425,0,0,1990,2.25,,,,,,,,,,
Mike Harkey,CHC,12,6,0,27,27,173.2,4.871401436973846,3.057581752994223,0.7255278735918494,0.2509025270758123,0.74222668,,,,3.2648754311633224,,3.913865300521047,,2.1319143772125244,Mike Harkey,1005363,115476,1.59322034,0.12912088,0.08104396,0.04807692,0.2311178247734139,1.2207294381069214,81.52652128964678,100.59529052143036,,-0.6489898693577252,,18,2,1,,,728,153,71,63,14,59,8,7,8,1,94,2.036370038986206,-11.488601684570312,13.524977684020996,16.852800369262695,1.5844991207122805,1.04399311542511,0.9456580281257628,0.8777703642845154,1.4321119785308838,25,1.795080542564392,0.1554783345954484,0,0,1990,4.63,,,,,,,,,,
Mike Morgan,LAD,11,15,0,33,33,211.0,4.521327014218009,2.559241706161137,0.8104265402843602,0.2810271041369472,0.71147799,,,,3.753554502369669,,3.898346410317444,,2.106957197189331,Mike Morgan,67,119374,1.76666667,0.11896745,0.06734007,0.05162739,0.261501210653753,1.3080568720379149,101.2132583410138,105.17958926387988,,-0.1447919079477753,,21,6,4,,,891,216,100,88,19,60,5,5,4,1,106,-0.027845874428749,-15.799001693725586,15.771154403686523,-0.6873999834060669,-0.258912593126297,1.0378410816192627,0.9090518951416016,0.8771393895149231,0.9680222272872924,27,-0.093904323875904,0.0670737474785009,0,0,1990,1.53,,,,,,,,,,
